date,sku,units,genre,hour,genre_cleaned,day,25CB99,87A4E4,CC2B77,AED206,9C88F3,ECC5CE,77AA3D,D8470A,647EED,4E3B4C
8-Jun-2012,87A4E4-4E3B4C-647EED-ECC5CE,19|13|6|18,masc,11:50,M,Fri,0,19,0,0,0,18,0,0,6,13
9-Jun-2012,AED206-77AA3D-87A4E4-ECC5CE-CC2B77-25CB99-4E3B4C-D8470A-9C88F3-647EED,15|14|18|15|15|10|12|8|16|7,Male,13:11,M,Sat,10,18,15,15,16,15,14,8,7,12
10-Jun-2012,4E3B4C-87A4E4-9C88F3-ECC5CE-AED206-CC2B77,17|13|11|20|14|12,F,8:47,F,Sun,0,13,12,14,11,20,0,0,0,17
11-Jun-2012,ECC5CE-4E3B4C-87A4E4-25CB99-9C88F3-AED206-77AA3D-647EED-D8470A,9|14|14|9|9|13|17|18|20,M,15:50,M,Mon,9,14,0,13,9,9,17,20,18,14
12-Jun-2012,77AA3D-87A4E4-25CB99,18|12|18,masc,10:14,M,Tue,18,12,0,0,0,0,18,0,0,0
13-Jun-2012,9C88F3-AED206-77AA3D-CC2B77-25CB99-647EED,7|9|9|10|19|14,Male,12:12,M,Wed,19,0,10,9,7,0,9,0,14,0
14-Jun-2012,CC2B77-AED206-87A4E4-647EED-ECC5CE,5|7|16|20|17,-,20:02,-,Thu,0,16,5,7,0,17,0,0,20,0
15-Jun-2012,87A4E4-647EED-D8470A-ECC5CE-AED206-CC2B77,8|13|7|20|16|9,Male,10:16,M,Fri,0,8,9,16,0,20,0,7,13,0
16-Jun-2012,647EED-CC2B77-AED206,20|9|12,Female,8:32,F,Sat,0,0,9,12,0,0,0,0,20,0
17-Jun-2012,25CB99-87A4E4-4E3B4C-ECC5CE-77AA3D-647EED-CC2B77-9C88F3-D8470A,16|20|12|15|8|9|8|10|11,Fem,19:46,F,Sun,16,20,8,0,10,15,8,11,9,12
18-Jun-2012,87A4E4-77AA3D-25CB99-647EED-9C88F3-D8470A-ECC5CE-AED206-CC2B77-4E3B4C,7|6|4|20|4|18|8|15|15|20,Masc,14:20,M,Mon,4,7,15,15,4,8,6,18,20,20
19-Jun-2012,D8470A-87A4E4-ECC5CE-9C88F3-647EED,19|19|18|4|17,Male,12:50,M,Tue,0,19,0,0,4,18,0,19,17,0
20-Jun-2012,647EED-4E3B4C-25CB99-77AA3D-CC2B77-ECC5CE-87A4E4,7|6|14|15|13|4|19,Male,20:14,M,Wed,14,19,13,0,0,4,15,0,7,6
21-Jun-2012,9C88F3-D8470A-77AA3D,19|5|14,F,15:52,F,Thu,0,0,0,0,19,0,14,5,0,0
22-Jun-2012,9C88F3-87A4E4-647EED-4E3B4C-D8470A,5|13|6|20|8,Female,19:39,F,Fri,0,13,0,0,5,0,0,8,6,20
23-Jun-2012,647EED-ECC5CE-9C88F3,10|15|13,Masc,20:15,M,Sat,0,0,0,0,13,15,0,0,10,0
24-Jun-2012,CC2B77-647EED-AED206-25CB99,5|15|6|13,Fem,18:42,F,Sun,13,0,5,6,0,0,0,0,15,0
25-Jun-2012,AED206-D8470A-CC2B77-4E3B4C-77AA3D,18|17|17|14|9,Female,14:12,F,Mon,0,0,17,18,0,0,9,17,0,14
26-Jun-2012,AED206-ECC5CE-D8470A,17|18|18,Fem,12:45,F,Tue,0,0,0,17,0,18,0,18,0,0
27-Jun-2012,25CB99-77AA3D-CC2B77-647EED,11|6|9|10,Female,14:26,F,Wed,11,0,9,0,0,0,6,0,10,0
28-Jun-2012,9C88F3-ECC5CE-647EED-AED206-87A4E4,18|9|13|18|14,Masc,8:22,M,Thu,0,14,0,18,18,9,0,0,13,0
29-Jun-2012,25CB99-AED206-D8470A-87A4E4-647EED-4E3B4C-ECC5CE,8|7|9|8|16|18|15,Male,10:49,M,Fri,8,8,0,7,0,15,0,9,16,18
30-Jun-2012,87A4E4-ECC5CE-647EED-25CB99-4E3B4C-77AA3D,8|4|13|11|10|20,Masc,16:19,M,Sat,11,8,0,0,0,4,20,0,13,10
1-Jul-2012,25CB99-CC2B77-647EED,8|11|19,-,19:18,-,Sun,8,0,11,0,0,0,0,0,19,0
2-Jul-2012,4E3B4C-87A4E4-ECC5CE,15|6|17,M,15:53,M,Mon,0,6,0,0,0,17,0,0,0,15
3-Jul-2012,77AA3D-87A4E4-647EED-25CB99-CC2B77-AED206-4E3B4C-D8470A-ECC5CE,9|4|7|5|18|17|18|15|14,-,19:08,-,Tue,5,4,18,17,0,14,9,15,7,18
4-Jul-2012,D8470A-CC2B77-87A4E4,4|19|10,Masc,16:38,M,Wed,0,10,19,0,0,0,0,4,0,0
5-Jul-2012,647EED-25CB99-87A4E4-4E3B4C-ECC5CE-CC2B77-77AA3D,10|11|4|15|20|5|20,Masc,15:33,M,Thu,11,4,5,0,0,20,20,0,10,15
6-Jul-2012,AED206-D8470A-25CB99-4E3B4C-77AA3D-9C88F3-ECC5CE,14|5|6|17|15|15|11,Fem,20:32,F,Fri,6,0,0,14,15,11,15,5,0,17
7-Jul-2012,AED206-ECC5CE-9C88F3-77AA3D,20|7|16|12,M,17:55,M,Sat,0,0,0,20,16,7,12,0,0,0
8-Jul-2012,CC2B77-9C88F3-ECC5CE-87A4E4-647EED-4E3B4C,19|20|4|11|8|15,fem,12:07,F,Sun,0,11,19,0,20,4,0,0,8,15
9-Jul-2012,647EED-25CB99-ECC5CE-CC2B77,9|6|17|6,F,17:09,F,Mon,6,0,6,0,0,17,0,0,9,0
10-Jul-2012,ECC5CE-CC2B77-25CB99-AED206-647EED,15|15|18|10|12,fem,8:05,F,Tue,18,0,15,10,0,15,0,0,12,0
11-Jul-2012,CC2B77-25CB99-77AA3D-9C88F3-87A4E4-ECC5CE-647EED-AED206-4E3B4C-D8470A,5|7|13|9|4|12|16|13|19|11,M,16:25,M,Wed,7,4,5,13,9,12,13,11,16,19
12-Jul-2012,77AA3D-25CB99-87A4E4-D8470A-9C88F3-AED206-ECC5CE-647EED,16|17|14|17|9|14|15|19,Fem,10:43,F,Thu,17,14,0,14,9,15,16,17,19,0
13-Jul-2012,647EED-77AA3D-CC2B77-87A4E4-9C88F3,11|10|15|14|6,Masc,15:22,M,Fri,0,14,15,0,6,0,10,0,11,0
14-Jul-2012,77AA3D-647EED-CC2B77-87A4E4-4E3B4C-AED206,4|11|10|15|17|16,Masc,15:48,M,Sat,0,15,10,16,0,0,4,0,11,17
15-Jul-2012,4E3B4C-ECC5CE-25CB99-647EED-D8470A-77AA3D-CC2B77,10|16|13|16|12|7|10,Masc,12:44,M,Sun,13,0,10,0,0,16,7,12,16,10
16-Jul-2012,647EED-ECC5CE-AED206-77AA3D-25CB99-CC2B77-9C88F3-D8470A,7|12|7|11|10|13|13|9,M,20:49,M,Mon,10,0,13,7,13,12,11,9,7,0
17-Jul-2012,4E3B4C-D8470A-9C88F3-87A4E4,19|8|4|10,F,19:28,F,Tue,0,10,0,0,4,0,0,8,0,19
18-Jul-2012,CC2B77-9C88F3-ECC5CE-77AA3D-D8470A-AED206,8|17|11|10|10|20,masc,11:24,M,Wed,0,0,8,20,17,11,10,10,0,0
19-Jul-2012,AED206-D8470A-25CB99-77AA3D-CC2B77-4E3B4C-87A4E4-9C88F3-ECC5CE,5|16|9|4|10|15|9|19|8,fem,13:55,F,Thu,9,9,10,5,19,8,4,16,0,15
20-Jul-2012,25CB99-87A4E4-4E3B4C-647EED-ECC5CE,13|18|16|7|6,Fem,12:30,F,Fri,13,18,0,0,0,6,0,0,7,16
21-Jul-2012,AED206-CC2B77-D8470A-9C88F3-77AA3D-647EED-87A4E4-25CB99-4E3B4C,5|6|12|9|16|6|16|19|9,Fem,12:21,F,Sat,19,16,6,5,9,0,16,12,6,9
22-Jul-2012,CC2B77-ECC5CE-4E3B4C-D8470A-647EED-77AA3D,19|6|18|19|14|9,F,20:46,F,Sun,0,0,19,0,0,6,9,19,14,18
23-Jul-2012,77AA3D-CC2B77-647EED-25CB99,5|20|9|18,Masc,13:34,M,Mon,18,0,20,0,0,0,5,0,9,0
24-Jul-2012,9C88F3-87A4E4-AED206-CC2B77-647EED-77AA3D-D8470A,13|5|16|13|20|12|11,F,11:25,F,Tue,0,5,13,16,13,0,12,11,20,0
25-Jul-2012,D8470A-ECC5CE-CC2B77-647EED-4E3B4C-25CB99-87A4E4,15|5|17|15|16|15|11,-,10:49,-,Wed,15,11,17,0,0,5,0,15,15,16
26-Jul-2012,25CB99-87A4E4-ECC5CE-647EED-4E3B4C-77AA3D-CC2B77-AED206-D8470A,9|15|9|20|5|9|17|4|18,Fem,16:04,F,Thu,9,15,17,4,0,9,9,18,20,5
27-Jul-2012,4E3B4C-9C88F3-ECC5CE-77AA3D-25CB99-647EED,16|18|16|4|20|18,-,8:24,-,Fri,20,0,0,0,18,16,4,0,18,16
28-Jul-2012,77AA3D-9C88F3-4E3B4C-D8470A-AED206-25CB99-CC2B77,15|8|5|17|7|7|5,Fem,12:52,F,Sat,7,0,5,7,8,0,15,17,0,5
29-Jul-2012,D8470A-77AA3D-25CB99,19|20|17,Male,13:03,M,Sun,17,0,0,0,0,0,20,19,0,0
30-Jul-2012,77AA3D-D8470A-4E3B4C-CC2B77-AED206-87A4E4-25CB99,6|5|13|12|16|14|11,-,13:29,-,Mon,11,14,12,16,0,0,6,5,0,13
31-Jul-2012,AED206-ECC5CE-4E3B4C-CC2B77-77AA3D-647EED-25CB99-D8470A,4|10|8|9|4|8|17|20,Fem,20:07,F,Tue,17,0,9,4,0,10,4,20,8,8
1-Aug-2012,AED206-CC2B77-9C88F3-ECC5CE-87A4E4-77AA3D-647EED-D8470A-4E3B4C-25CB99,14|4|18|4|15|17|7|20|16|18,Female,18:16,F,Wed,18,15,4,14,18,4,17,20,7,16
2-Aug-2012,4E3B4C-ECC5CE-9C88F3-CC2B77-647EED-87A4E4-AED206-D8470A-25CB99,6|13|20|9|12|7|19|14|4,Masc,18:46,M,Thu,4,7,9,19,20,13,0,14,12,6
3-Aug-2012,AED206-CC2B77-25CB99-87A4E4-D8470A-ECC5CE-4E3B4C-9C88F3-647EED,18|17|5|5|10|13|18|12|11,fem,13:03,F,Fri,5,5,17,18,12,13,0,10,11,18
4-Aug-2012,87A4E4-CC2B77-9C88F3,19|19|16,Fem,14:10,F,Sat,0,19,19,0,16,0,0,0,0,0
5-Aug-2012,25CB99-87A4E4-77AA3D-9C88F3-4E3B4C-AED206-D8470A,11|4|10|6|9|11|4,Fem,12:16,F,Sun,11,4,0,11,6,0,10,4,0,9
6-Aug-2012,AED206-25CB99-ECC5CE-4E3B4C-87A4E4-D8470A-647EED-77AA3D-9C88F3-CC2B77,20|12|10|20|18|16|8|13|9|13,Fem,10:26,F,Mon,12,18,13,20,9,10,13,16,8,20
7-Aug-2012,D8470A-87A4E4-ECC5CE-CC2B77-9C88F3-647EED-25CB99-77AA3D-AED206-4E3B4C,5|16|17|9|19|16|7|15|4|14,Masc,19:55,M,Tue,7,16,9,4,19,17,15,5,16,14
8-Aug-2012,77AA3D-25CB99-4E3B4C-ECC5CE-9C88F3-647EED-AED206-D8470A,13|17|17|4|9|16|10|6,-,17:55,-,Wed,17,0,0,10,9,4,13,6,16,17
9-Aug-2012,CC2B77-647EED-ECC5CE,15|10|11,Female,9:28,F,Thu,0,0,15,0,0,11,0,0,10,0
10-Aug-2012,4E3B4C-25CB99-9C88F3-647EED,19|6|5|6,Masc,8:13,M,Fri,6,0,0,0,5,0,0,0,6,19
11-Aug-2012,4E3B4C-647EED-9C88F3-D8470A-AED206-77AA3D,6|16|13|12|19|17,Fem,13:26,F,Sat,0,0,0,19,13,0,17,12,16,6
12-Aug-2012,25CB99-647EED-CC2B77-D8470A-4E3B4C-ECC5CE-77AA3D-9C88F3-AED206-87A4E4,5|15|17|9|14|7|17|13|13|6,masc,16:01,M,Sun,5,6,17,13,13,7,17,9,15,14
13-Aug-2012,D8470A-4E3B4C-9C88F3-77AA3D-ECC5CE-25CB99-AED206-647EED,16|18|9|6|13|6|7|20,Fem,8:13,F,Mon,6,0,0,7,9,13,6,16,20,18
14-Aug-2012,D8470A-87A4E4-ECC5CE-AED206-9C88F3-77AA3D-CC2B77-25CB99-647EED,13|14|20|4|17|15|19|15|9,masc,20:15,M,Tue,15,14,19,4,17,20,15,13,9,0
15-Aug-2012,AED206-CC2B77-647EED-D8470A-77AA3D-87A4E4-4E3B4C-ECC5CE-25CB99-9C88F3,17|6|17|12|17|19|18|20|5|19,Masc,12:15,M,Wed,5,19,6,17,19,20,17,12,17,18
16-Aug-2012,9C88F3-647EED-4E3B4C-CC2B77-ECC5CE-87A4E4-D8470A-AED206,7|20|12|18|6|12|16|5,Masc,12:27,M,Thu,0,12,18,5,7,6,0,16,20,12
17-Aug-2012,25CB99-77AA3D-647EED-CC2B77-D8470A-87A4E4,20|18|14|8|7|6,Fem,16:10,F,Fri,20,6,8,0,0,0,18,7,14,0
18-Aug-2012,4E3B4C-9C88F3-D8470A,17|12|8,Masc,17:26,M,Sat,0,0,0,0,12,0,0,8,0,17
19-Aug-2012,AED206-647EED-77AA3D-D8470A-87A4E4-25CB99-ECC5CE-4E3B4C-CC2B77,7|13|18|12|14|17|9|7|5,fem,16:38,F,Sun,17,14,5,7,0,9,18,12,13,7
20-Aug-2012,647EED-AED206-87A4E4-ECC5CE-D8470A-9C88F3-77AA3D-25CB99-4E3B4C-CC2B77,8|5|17|19|4|12|18|5|10|6,masc,10:06,M,Mon,5,17,6,5,12,19,18,4,8,10
21-Aug-2012,4E3B4C-CC2B77-9C88F3-25CB99,5|13|17|18,Masc,15:39,M,Tue,18,0,13,0,17,0,0,0,0,5
22-Aug-2012,AED206-CC2B77-4E3B4C-ECC5CE,10|11|9|16,Fem,8:29,F,Wed,0,0,11,10,0,16,0,0,0,9
23-Aug-2012,647EED-25CB99-4E3B4C-AED206-9C88F3-ECC5CE-77AA3D,17|18|7|9|6|20|4,M,13:52,M,Thu,18,0,0,9,6,20,4,0,17,7
24-Aug-2012,647EED-4E3B4C-77AA3D-CC2B77-9C88F3-D8470A-25CB99-AED206-ECC5CE-87A4E4,14|8|20|19|12|7|14|13|8|11,Fem,19:47,F,Fri,14,11,19,13,12,8,20,7,14,8
25-Aug-2012,25CB99-647EED-AED206-87A4E4-ECC5CE-CC2B77-77AA3D-4E3B4C-9C88F3-D8470A,10|18|4|18|15|7|10|20|10|20,M,14:32,M,Sat,10,18,7,4,10,15,10,20,18,20
26-Aug-2012,CC2B77-77AA3D-87A4E4-ECC5CE-9C88F3-4E3B4C,6|17|18|16|19|15,Male,17:06,M,Sun,0,18,6,0,19,16,17,0,0,15
27-Aug-2012,4E3B4C-CC2B77-77AA3D-25CB99-ECC5CE,7|14|18|11|18,Female,11:10,F,Mon,11,0,14,0,0,18,18,0,0,7
28-Aug-2012,87A4E4-9C88F3-25CB99-CC2B77-647EED-ECC5CE-77AA3D-AED206-4E3B4C,16|17|10|20|19|20|14|5|6,Fem,11:10,F,Tue,10,16,20,5,17,20,14,0,19,6
29-Aug-2012,CC2B77-4E3B4C-D8470A-9C88F3-77AA3D-647EED-87A4E4,12|8|18|13|8|15|14,fem,9:40,F,Wed,0,14,12,0,13,0,8,18,15,8
30-Aug-2012,25CB99-CC2B77-9C88F3-ECC5CE-87A4E4-D8470A,16|12|12|11|19|13,M,10:05,M,Thu,16,19,12,0,12,11,0,13,0,0
31-Aug-2012,87A4E4-D8470A-77AA3D,15|17|15,Female,11:55,F,Fri,0,15,0,0,0,0,15,17,0,0
1-Sep-2012,D8470A-25CB99-77AA3D-9C88F3-647EED-4E3B4C-87A4E4-AED206,8|12|9|20|16|16|4|16,Fem,20:28,F,Sat,12,4,0,16,20,0,9,8,16,16
2-Sep-2012,77AA3D-CC2B77-4E3B4C-9C88F3-ECC5CE-D8470A,11|8|6|5|6|20,fem,11:35,F,Sun,0,0,8,0,5,6,11,20,0,6
3-Sep-2012,4E3B4C-AED206-9C88F3,16|20|12,masc,15:37,M,Mon,0,0,0,20,12,0,0,0,0,16
4-Sep-2012,77AA3D-D8470A-ECC5CE-CC2B77-647EED-9C88F3,13|10|5|15|7|9,F,16:28,F,Tue,0,0,15,0,9,5,13,10,7,0
5-Sep-2012,25CB99-CC2B77-AED206,15|9|15,Fem,10:40,F,Wed,15,0,9,15,0,0,0,0,0,0
6-Sep-2012,D8470A-9C88F3-4E3B4C-AED206-77AA3D-25CB99,9|11|5|8|17|4,fem,9:48,F,Thu,4,0,0,8,11,0,17,9,0,5
7-Sep-2012,D8470A-4E3B4C-ECC5CE-AED206-25CB99,6|6|4|15|7,Masc,18:29,M,Fri,7,0,0,15,0,4,0,6,0,6
8-Sep-2012,25CB99-77AA3D-87A4E4-D8470A,20|4|5|20,Masc,10:55,M,Sat,20,5,0,0,0,0,4,20,0,0
9-Sep-2012,87A4E4-4E3B4C-D8470A-25CB99-CC2B77-647EED,6|13|16|11|18|9,Masc,17:47,M,Sun,11,6,18,0,0,0,0,16,9,13
10-Sep-2012,D8470A-77AA3D-ECC5CE-9C88F3-CC2B77-647EED-25CB99-87A4E4-AED206-4E3B4C,13|15|15|14|14|12|9|6|17|9,M,18:11,M,Mon,9,6,14,17,14,15,15,13,12,9
11-Sep-2012,87A4E4-25CB99-ECC5CE,7|8|19,Masc,9:41,M,Tue,8,7,0,0,0,19,0,0,0,0
12-Sep-2012,4E3B4C-AED206-9C88F3-D8470A,17|14|19|19,Female,19:44,F,Wed,0,0,0,14,19,0,0,19,0,17
13-Sep-2012,4E3B4C-647EED-87A4E4-25CB99-CC2B77-AED206-9C88F3-ECC5CE-D8470A,19|9|13|4|10|20|9|8|6,Fem,20:21,F,Thu,4,13,10,20,9,8,0,6,9,19
14-Sep-2012,9C88F3-4E3B4C-ECC5CE-D8470A-AED206-CC2B77-77AA3D-87A4E4-647EED-25CB99,5|4|7|18|13|5|5|4|18|11,fem,9:15,F,Fri,11,4,5,13,5,7,5,18,18,4
15-Sep-2012,87A4E4-647EED-CC2B77-9C88F3-AED206,14|20|19|5|9,Fem,11:34,F,Sat,0,14,19,9,5,0,0,0,20,0
16-Sep-2012,77AA3D-647EED-25CB99-D8470A,20|6|13|8,fem,18:14,F,Sun,13,0,0,0,0,0,20,8,6,0
17-Sep-2012,9C88F3-25CB99-77AA3D-AED206-647EED-ECC5CE-4E3B4C-D8470A,6|6|9|20|16|5|8|18,F,15:19,F,Mon,6,0,0,20,6,5,9,18,16,8
18-Sep-2012,ECC5CE-AED206-D8470A-77AA3D-87A4E4-9C88F3-647EED-CC2B77-4E3B4C,9|14|5|11|17|10|7|8|9,Female,19:36,F,Tue,0,17,8,14,10,9,11,5,7,9
19-Sep-2012,ECC5CE-4E3B4C-87A4E4-CC2B77-25CB99-647EED-AED206,11|8|12|13|14|13|6,M,18:41,M,Wed,14,12,13,6,0,11,0,0,13,8
20-Sep-2012,ECC5CE-CC2B77-AED206-87A4E4-647EED-9C88F3,9|16|9|6|18|12,F,8:04,F,Thu,0,6,16,9,12,9,0,0,18,0
21-Sep-2012,9C88F3-ECC5CE-D8470A-CC2B77,17|13|5|8,fem,10:44,F,Fri,0,0,8,0,17,13,0,5,0,0
22-Sep-2012,77AA3D-87A4E4-D8470A,7|14|16,Male,18:43,M,Sat,0,14,0,0,0,0,7,16,0,0
23-Sep-2012,9C88F3-25CB99-87A4E4-77AA3D,16|11|5|16,fem,19:40,F,Sun,11,5,0,0,16,0,16,0,0,0
24-Sep-2012,647EED-25CB99-CC2B77-4E3B4C-9C88F3-87A4E4-ECC5CE-D8470A,12|5|4|8|12|4|9|11,Masc,14:52,M,Mon,5,4,4,0,12,9,0,11,12,8
25-Sep-2012,ECC5CE-AED206-87A4E4,6|17|19,Fem,16:39,F,Tue,0,19,0,17,0,6,0,0,0,0
26-Sep-2012,D8470A-87A4E4-ECC5CE-CC2B77-25CB99-AED206-4E3B4C-647EED,10|10|18|9|18|12|13|5,M,15:43,M,Wed,18,10,9,12,0,18,0,10,5,13
27-Sep-2012,ECC5CE-CC2B77-9C88F3-647EED-25CB99-77AA3D-4E3B4C-87A4E4,7|10|4|13|10|5|20|15,Masc,9:49,M,Thu,10,15,10,0,4,7,5,0,13,20
28-Sep-2012,CC2B77-647EED-87A4E4-ECC5CE-77AA3D-25CB99-AED206-D8470A-9C88F3,16|19|4|7|13|19|12|15|14,Male,16:13,M,Fri,19,4,16,12,14,7,13,15,19,0
29-Sep-2012,CC2B77-87A4E4-ECC5CE-647EED-AED206-4E3B4C-77AA3D,5|18|7|12|10|17|9,M,10:35,M,Sat,0,18,5,10,0,7,9,0,12,17
30-Sep-2012,9C88F3-4E3B4C-ECC5CE,14|10|20,F,17:24,F,Sun,0,0,0,0,14,20,0,0,0,10
1-Oct-2012,77AA3D-25CB99-4E3B4C-D8470A-87A4E4-CC2B77,17|18|10|7|19|20,Female,11:07,F,Mon,18,19,20,0,0,0,17,7,0,10
2-Oct-2012,25CB99-647EED-CC2B77-D8470A,9|20|5|13,Female,20:54,F,Tue,9,0,5,0,0,0,0,13,20,0
3-Oct-2012,CC2B77-D8470A-25CB99-9C88F3-AED206-647EED-87A4E4-77AA3D,15|8|15|5|14|9|13|19,Masc,12:53,M,Wed,15,13,15,14,5,0,19,8,9,0
4-Oct-2012,77AA3D-9C88F3-AED206-87A4E4-CC2B77-4E3B4C-ECC5CE-25CB99-D8470A-647EED,4|5|14|4|14|10|18|12|9|8,fem,8:10,F,Thu,12,4,14,14,5,18,4,9,8,10
5-Oct-2012,9C88F3-D8470A-AED206-ECC5CE,7|19|15|5,masc,8:07,M,Fri,0,0,0,15,7,5,0,19,0,0
6-Oct-2012,647EED-D8470A-87A4E4-25CB99-CC2B77-4E3B4C,16|5|5|8|13|9,Fem,13:20,F,Sat,8,5,13,0,0,0,0,5,16,9
7-Oct-2012,4E3B4C-77AA3D-AED206-647EED-ECC5CE-CC2B77,8|15|17|11|9|13,-,18:51,-,Sun,0,0,13,17,0,9,15,0,11,8
8-Oct-2012,25CB99-9C88F3-77AA3D-CC2B77-87A4E4-D8470A-647EED,9|11|20|4|5|15|20,Masc,20:04,M,Mon,9,5,4,0,11,0,20,15,20,0
9-Oct-2012,647EED-CC2B77-77AA3D-9C88F3-25CB99-ECC5CE,13|5|14|4|13|18,masc,11:16,M,Tue,13,0,5,0,4,18,14,0,13,0
10-Oct-2012,4E3B4C-87A4E4-AED206,20|4|16,Masc,10:48,M,Wed,0,4,0,16,0,0,0,0,0,20
11-Oct-2012,4E3B4C-D8470A-647EED-9C88F3,4|12|20|4,Masc,10:46,M,Thu,0,0,0,0,4,0,0,12,20,4
12-Oct-2012,AED206-77AA3D-647EED-25CB99-87A4E4-4E3B4C-ECC5CE-D8470A-CC2B77,5|6|19|10|8|13|19|5|19,Fem,18:00,F,Fri,10,8,19,5,0,19,6,5,19,13
13-Oct-2012,77AA3D-D8470A-647EED-9C88F3-4E3B4C-87A4E4,18|16|19|5|12|11,Male,18:03,M,Sat,0,11,0,0,5,0,18,16,19,12
14-Oct-2012,77AA3D-AED206-25CB99-D8470A-4E3B4C-ECC5CE-9C88F3-647EED,4|7|14|15|19|10|4|10,M,16:21,M,Sun,14,0,0,7,4,10,4,15,10,19
15-Oct-2012,77AA3D-AED206-9C88F3-D8470A-ECC5CE-87A4E4-25CB99-CC2B77-647EED,12|12|19|5|5|17|12|11|5,-,16:48,-,Mon,12,17,11,12,19,5,12,5,5,0
16-Oct-2012,77AA3D-25CB99-D8470A-CC2B77-ECC5CE-AED206-87A4E4-647EED-9C88F3,14|12|5|14|15|6|4|12|8,Fem,12:50,F,Tue,12,4,14,6,8,15,14,5,12,0
17-Oct-2012,ECC5CE-9C88F3-87A4E4-25CB99-AED206-77AA3D-CC2B77-4E3B4C-D8470A-647EED,14|19|4|8|6|8|16|12|16|11,Masc,9:06,M,Wed,8,4,16,6,19,14,8,16,11,12
18-Oct-2012,CC2B77-87A4E4-ECC5CE-25CB99,20|9|19|7,masc,16:45,M,Thu,7,9,20,0,0,19,0,0,0,0
19-Oct-2012,CC2B77-ECC5CE-4E3B4C-D8470A-77AA3D-647EED-25CB99,20|10|14|12|10|4|10,Masc,17:14,M,Fri,10,0,20,0,0,10,10,12,4,14
20-Oct-2012,9C88F3-25CB99-CC2B77-77AA3D-AED206-4E3B4C-87A4E4,13|12|12|5|12|6|5,F,8:19,F,Sat,12,5,12,12,13,0,5,0,0,6
21-Oct-2012,9C88F3-CC2B77-87A4E4-D8470A,14|12|19|5,Masc,19:01,M,Sun,0,19,12,0,14,0,0,5,0,0
22-Oct-2012,4E3B4C-AED206-D8470A-87A4E4-25CB99-77AA3D-9C88F3-647EED-CC2B77-ECC5CE,8|11|18|20|10|13|17|11|9|17,Fem,17:19,F,Mon,10,20,9,11,17,17,13,18,11,8
23-Oct-2012,D8470A-25CB99-4E3B4C-AED206-CC2B77-647EED-87A4E4-ECC5CE-9C88F3-77AA3D,12|17|18|7|5|14|13|14|18|18,Fem,13:22,F,Tue,17,13,5,7,18,14,18,12,14,18
24-Oct-2012,ECC5CE-AED206-25CB99-9C88F3-77AA3D-647EED-D8470A-87A4E4,11|11|16|4|8|10|14|12,F,18:02,F,Wed,16,12,0,11,4,11,8,14,10,0
25-Oct-2012,ECC5CE-9C88F3-25CB99-D8470A-CC2B77-87A4E4-77AA3D-AED206-4E3B4C-647EED,13|9|19|13|11|10|19|12|16|6,Fem,12:39,F,Thu,19,10,11,12,9,13,19,13,6,16
26-Oct-2012,AED206-87A4E4-4E3B4C-25CB99-CC2B77-647EED-77AA3D-9C88F3-D8470A,10|11|19|17|6|15|17|15|18,-,18:55,-,Fri,17,11,6,10,15,0,17,18,15,19
27-Oct-2012,ECC5CE-9C88F3-CC2B77-4E3B4C-AED206-647EED-25CB99-D8470A-87A4E4,11|12|14|8|13|10|11|12|17,Male,8:00,M,Sat,11,17,14,13,12,11,0,12,10,8
28-Oct-2012,647EED-87A4E4-D8470A-ECC5CE-AED206-25CB99,8|8|15|11|18|18,Male,20:03,M,Sun,18,8,0,18,0,11,0,15,8,0
29-Oct-2012,AED206-D8470A-647EED-9C88F3-ECC5CE-87A4E4-4E3B4C-25CB99-CC2B77-77AA3D,15|20|10|16|14|16|20|20|10|13,Masc,18:19,M,Mon,20,16,10,15,16,14,13,20,10,20
30-Oct-2012,4E3B4C-D8470A-77AA3D-9C88F3-25CB99-647EED-87A4E4,10|19|10|12|8|15|4,Male,16:31,M,Tue,8,4,0,0,12,0,10,19,15,10
31-Oct-2012,CC2B77-87A4E4-4E3B4C-ECC5CE-9C88F3,5|8|19|12|7,fem,18:39,F,Wed,0,8,5,0,7,12,0,0,0,19
1-Nov-2012,647EED-9C88F3-77AA3D-87A4E4-CC2B77-4E3B4C-ECC5CE-25CB99-D8470A-AED206,20|18|5|14|14|13|12|5|18|19,F,14:41,F,Thu,5,14,14,19,18,12,5,18,20,13
2-Nov-2012,CC2B77-87A4E4-9C88F3-4E3B4C-25CB99,11|13|20|20|16,Male,10:55,M,Fri,16,13,11,0,20,0,0,0,0,20
3-Nov-2012,AED206-ECC5CE-87A4E4-77AA3D,15|12|20|18,Fem,18:41,F,Sat,0,20,0,15,0,12,18,0,0,0
4-Nov-2012,647EED-9C88F3-ECC5CE-25CB99-4E3B4C-CC2B77-AED206-D8470A-87A4E4,6|12|14|9|13|19|7|17|15,Masc,16:17,M,Sun,9,15,19,7,12,14,0,17,6,13
5-Nov-2012,647EED-87A4E4-25CB99-D8470A-AED206,12|7|13|19|17,Male,8:49,M,Mon,13,7,0,17,0,0,0,19,12,0
6-Nov-2012,CC2B77-87A4E4-9C88F3,19|16|11,fem,13:20,F,Tue,0,16,19,0,11,0,0,0,0,0
